3.9644,0.52411,6.9153,-4.1837,0.48678,0
3.4825,1.0524,6.3543,-4.3181,0.36049,0
3.0478,2.1792,6.0225,-4.764,0.28527,-0.3556
2.6899,3.0684,5.4618,-4.7808,0.27367,-0.34642
2.2378,3.597,5.4869,-4.6746,0.3381,-0.34685
1.8195,3.6943,5.4688,-4.5651,0.42593,-0.31789
1.7094,3.5113,5.4078,-4.2887,0.49545,-0.29821
1.8302,2.9648,6.0557,-4.055,0.57697,-0.27982
1.9217,2.5602,6.2605,-3.6186,0.56788,-0.25984
1.9454,1.7757,7.011,-3.6408,0.57442,-0.23795
1.9188,1.3673,7.2502,-3.4223,0.61088,-0.22569
1.881,0.64475,7.8055,-3.2726,0.71368,-0.2326
1.5548,0.56942,7.7101,-3.2395,0.7367,-0.22893
1.4106,1.0706,7.5171,-3.1787,0.72313,-0.25918
1.4686,1.5929,7.0879,-3.1622,0.67337,-0.295
1.5019,2.4512,6.4071,-3.1899,0.58673,-0.31694
1.7608,2.8813,6.4003,-3.1356,0.53736,-0.33898
2.0505,3.5378,6.3755,-3.2031,0.4734,-0.36481
2.3437,3.6996,6.106,-3.1026,0.39841,0
2.6401,3.3883,6.3522,-3.1161,0.37713,0
2.6925,2.1261,6.6252,-3.1647,0.47338,0
2.5643,0.24777,7.3714,-3.2127,0.62613,0
1.9206,-0.84376,7.6977,-3.365,0.74153,0
1.4561,-1.6019,8.1342,-3.586,0.80669,0
0.80197,-1.1393,7.8284,-3.8631,0.74065,0
0.36471,-0.32166,7.1513,-4.0709,0.63289,0
0.23607,1.4478,6.5118,-4.313,0.5332,0
0.44282,3.0571,6.0258,-4.5944,0.50155,0
0.69758,5.0144,5.6167,-4.8189,0.45909,0
1.0756,6.4272,5.4022,-4.8947,0.45183,0
1.1654,6.5484,5.4667,-4.8697,0.47953,0
1.022,5.5967,6.3177,-4.7926,0.55144,0
0.63783,3.7665,6.9736,-4.4252,0.58845,0
0.51293,1.5997,8.0967,-4.1033,0.59446,0
0.32839,0.77616,8.331,-4.0799,0.53855,-0.58832
0.60404,0.31599,8.5297,-3.7005,0.53632,-0.59491
0.95016,0.63149,8.3867,-3.5405,0.53514,-0.58091
1.379,1.9969,7.55,-3.5332,0.51841,-0.57289
1.6164,3.5227,7.1357,-3.4953,0.5183,-0.53868
1.6783,5.3115,6.2989,-3.6851,0.44639,-0.50566
1.4186,6.5379,6.0969,-3.587,0.35755,-0.46656
1.0853,6.7564,6.2343,-3.4908,0.31948,-0.41002
0.63527,5.6895,6.5209,-3.6384,0.40986,-0.36341
0.11959,3.8436,7.4249,-3.4181,0.59238,-0.35005
-0.19212,2.0141,7.7821,-3.4197,0.74136,-0.34798
