2.3978,2.6094,9.8486,-5.7239,0.70235,-0.32213
2.8464,1.9809,9.5793,-5.8923,0.63555,-0.34986
2.7867,1.9688,9.6423,-5.8133,0.54621,-0.34584
2.4097,1.6947,10.083,-5.6373,0.5778,-0.3233
1.8494,2.1886,9.7313,-5.5618,0.66684,-0.27016
1.125,2.4964,9.7287,-5.4645,0.69246,-0.22023
0.69461,2.5253,10.056,-5.3213,0.66335,-0.23648
0.48662,2.7372,9.7244,-5.2533,0.63024,-0.26806
0.53268,2.8932,9.8621,-5.1371,0.6332,-0.32079
0.29023,3.4943,9.3894,-5.1801,0.64423,-0.36412
-0.058212,3.6364,9.1889,-5.051,0.66721,-0.40841
-0.42633,3.2967,9.5298,-5.0259,0.61252,-0.43351
-0.56962,3.4357,9.4179,-5.3207,0.54487,-0.43288
-0.23015,3.0042,9.0944,-5.2661,0.55411,-0.40512
0.15366,2.6358,9.4183,-5.4303,0.57285,-0.35053
0.30192,3.1397,9.151,-5.8712,0.60532,-0.26855
0.31881,3.4177,8.8174,-5.8189,0.61725,-0.21609
0.010892,3.5998,9.0273,-5.8831,0.60282,-0.19121
0.033252,2.9346,9.8821,-6.0284,0.67287,-0.20341
0.23449,2.3371,10.088,-5.6897,0.72266,-0.21434
0.47962,2.457,9.6403,-5.6098,0.68711,-0.25145
0.50488,2.23,9.7989,-5.4371,0.63644,-0.27485
0.57504,2.3247,9.4082,-5.5281,0.54564,-0.27113
0.21463,2.7808,9.2388,-5.1925,0.53509,-0.22652
0.057825,2.4789,9.5658,-5.0842,0.6088,-0.16776
0.12905,2.0803,9.5424,-5.258,0.63619,-0.11765
0.36151,1.6199,9.8486,-4.8513,0.65246,-0.11103
0.63791,1.2005,9.9096,-4.8626,0.67176,-0.13583
0.76992,1.5284,9.6546,-5.2415,0.63748,-0.19881
0.77844,2.8993,9.0089,-5.1851,0.60784,-0.25024
0.62433,3.8779,8.6635,-5.3354,0.5447,-0.27451
0.63463,4.5387,8.6898,-5.7392,0.42063,-0.28125
0.68191,4.7547,8.9265,-5.7468,0.40643,-0.23443
0.72017,4.1739,9.0293,-6.0366,0.50121,-0.17337
0.75692,3.5986,9.7436,-5.9855,0.61644,-0.11178
0.53847,2.7482,10.079,-5.5312,0.68518,-0.063326
0.47742,2.7753,9.6165,-5.4039,0.58252,-0.070392
0.49715,2.4392,9.8756,-5.3933,0.54259,-0.093877
0.65784,2.0171,9.9194,-5.0499,0.60892,-0.12956
0.90144,1.8755,10.106,-4.9681,0.68109,-0.1719
1.1892,1.7223,10.061,-5.1573,0.69623,-0.19451
1.2575,1.6559,9.9858,-4.7665,0.58916,-0.17796
1.0776,2.676,9.1539,-4.8169,0.44896,-0.13594
0.95601,2.6441,9.2798,-5.0892,0.47739,-0.11744
1.3038,2.6486,9.4009,-5.0067,0.52579,-0.098649
1.8526,3.3494,9.4136,-5.0711,0.50621,-0.10921
2.4887,3.6789,9.4368,-5.4939,0.44365,-0.16571
3.0221,4.0169,9.4101,-5.5346,0.40092,-0.22864
3.1963,3.9467,9.0192,-5.7607,0.44633,-0.27641
3.125,4.2642,9.2743,-6.0291,0.48765,-0.32391
2.9718,4.1255,9.1021,-5.9284,0.4602,-0.36396
2.817,3.4257,9.1518,-5.4288,0.435,-0.37626
2.6318,2.9582,9.2104,-5.4473,0.43317,-0.38118
2.3231,1.9092,9.5625,-5.2855,0.54439,-0.38653
1.8848,1.5697,9.9571,-4.8931,0.63734,-0.35898
1.4956,1.3706,9.6638,-4.9971,0.61745,-0.32884
1.2906,1.6299,9.0554,-4.9825,0.54154,-0.26795
1.358,1.6488,9.0237,-4.9308,0.51115,-0.20609
1.5931,1.3499,9.5199,-4.6882,0.56747,-0.17179
2.0117,1.0537,9.9213,-4.7727,0.6552,-0.1579
2.2748,1.3651,10.1,-5.1646,0.60735,-0.15303
2.2517,2.2217,9.4723,-5.2814,0.44849,-0.17328
1.8805,4.0543,8.662,-5.3161,0.31331,-0.19955
1.6147,4.8322,8.6088,-5.4868,0.33884,-0.2257
1.7144,5.7752,8.1362,-6.0032,0.40442,-0.23927
2.3222,4.927,8.8776,-5.7729,0.49797,-0.20876
3.0263,4.416,8.9208,-5.5994,0.51899,-0.17012
3.6409,2.8186,9.4434,-5.5784,0.57436,-0.12283
4.0241,1.1493,10.077,-5.3187,0.63138,-0.092949
3.9377,1.0014,9.7294,-4.9738,0.62155,-0.1007
3.7231,0.82308,9.7445,-4.8414,0.59694,-0.13373
3.4739,1.1598,10.265,-5.0877,0.57857,-0.16687
2.9514,1.9561,10.015,-5.0499,0.56384,-0.2066
2.3724,2.4653,10.166,-4.773,0.60745,-0.24085
1.5084,2.9098,9.9563,-4.8518,0.61423,-0.25895
0.94592,3.4026,9.272,-5.2518,0.5709,-0.25471
0.67785,4.0188,9.044,-5.356,0.51956,-0.22534
0.57176,3.7349,8.5247,-5.343,0.53823,-0.16954
0.49489,3.6697,8.5325,-5.5857,0.60287,-0.098074
0.54639,3.8227,8.8217,-5.7777,0.66095,-0.076861
0.58212,3.5512,9.1068,-6.1494,0.61505,-0.08539
0.60674,2.776,9.4878,-5.7482,0.50737,-0.1054
0.94698,2.5835,9.4199,-5.8378,0.46838,-0.13966
1.0593,2.2422,9.0522,-5.5428,0.49339,-0.18286
1.3297,1.6101,9.5317,-5.2814,0.591,-0.23107
1.4757,1.9852,9.2457,-4.8945,0.57543,-0.23557
1.2724,2.1058,9.6188,-5.0027,0.51278,-0.22967
1.0526,2.4101,9.255,-4.9937,0.49963,-0.17843
0.63254,3.1704,9.0886,-4.8729,0.53387,-0.11747
0.51094,2.8009,9.4595,-4.5567,0.57663,-0.069243
0.33064,2.8423,9.3242,-4.7091,0.5328,-0.043553
0.22518,1.9774,8.9204,-5.0466,0.44536,-0.066438
