1.1561,-0.51232,-0.15368,-1.0331,0.84291,-0.88303,0.037824,0.25116,0.65009,-0.55431,0.15047,-0.05694
1.1562,-0.51136,-0.15111,-1.0353,0.8435,-0.88321,0.030645,0.24319,0.64817,-0.55493,0.15293,-0.045104
1.1563,-0.51039,-0.14849,-1.0375,0.84409,-0.88335,0.023861,0.23943,0.64472,-0.55518,0.15512,-0.033222
1.1564,-0.50944,-0.146,-1.0398,0.8447,-0.88347,0.019283,0.24162,0.64153,-0.55394,0.15638,-0.02293
1.1564,-0.50848,-0.14345,-1.042,0.8453,-0.88356,0.018316,0.24896,0.63989,-0.55065,0.15577,-0.015183
1.1565,-0.50747,-0.14095,-1.0442,0.84589,-0.88361,0.021543,0.2583,0.6399,-0.54569,0.15251,-0.010112
1.1566,-0.50639,-0.13835,-1.0464,0.84645,-0.88364,0.028603,0.26561,0.64073,-0.54025,0.14653,-0.0071868
1.1568,-0.50533,-0.13572,-1.0485,0.84711,-0.88366,0.038339,0.26803,0.64151,-0.53578,0.13893,-0.0055614
1.1569,-0.50424,-0.13312,-1.0507,0.84781,-0.8837,0.049133,0.26531,0.64219,-0.53329,0.13184,-0.0044426
1.1572,-0.50321,-0.13053,-1.0527,0.84832,-0.8837,0.0593,0.25985,0.64367,-0.53303,0.12771,-0.0033354
1.1574,-0.50217,-0.12804,-1.0549,0.84867,-0.88371,0.067458,0.25535,0.64702,-0.53456,0.12816,-0.002107
1.1577,-0.50117,-0.12545,-1.0571,0.84909,-0.88371,0.072802,0.25476,0.65245,-0.53719,0.13319,-0.00089108
1.158,-0.50014,-0.12291,-1.0592,0.84961,-0.88371,0.075235,0.25877,0.65881,-0.54038,0.14103,8.3946e-05
1.1583,-0.49911,-0.12017,-1.0614,0.85025,-0.88371,0.075281,0.26559,0.66399,-0.54386,0.14888,0.00065227
1.1586,-0.49801,-0.1175,-1.0636,0.85104,-0.88371,0.073795,0.27201,0.66621,-0.5475,0.15409,0.0007921
1.1589,-0.49691,-0.11479,-1.0657,0.85172,-0.88371,0.071547,0.27512,0.6652,-0.55106,0.15535,0.000618
1.1592,-0.49581,-0.11212,-1.0679,0.85226,-0.88371,0.068863,0.27364,0.66248,-0.55404,0.15303,0.00031255
1.1594,-0.4947,-0.10952,-1.0702,0.85272,-0.88371,0.065522,0.26828,0.66052,-0.55586,0.14885,4.3822e-05
1.1597,-0.49367,-0.10688,-1.0724,0.85324,-0.88371,0.061025,0.26111,0.66119,-0.55612,0.14491,-9.1692e-05
1.1599,-0.49267,-0.1043,-1.0747,0.85388,-0.88371,0.055114,0.25444,0.66465,-0.55485,0.14271,-8.2997e-05
1.1601,-0.49164,-0.10163,-1.0769,0.85457,-0.88371,0.048278,0.24989,0.66921,-0.5525,0.14265,1.881e-05
1.1603,-0.49065,-0.098908,-1.079,0.85514,-0.88371,0.041901,0.2482,0.6725,-0.5496,0.14414,0.00014109
1.1605,-0.48963,-0.096168,-1.0812,0.85568,-0.88371,0.03787,0.24944,0.67296,-0.54652,0.14609,0.00022583
1.1606,-0.48862,-0.09341,-1.0834,0.85626,-0.88371,0.03778,0.25334,0.67085,-0.54331,0.14748,0.00024816
1.1608,-0.48761,-0.090792,-1.0856,0.85683,-0.88371,0.04212,0.25941,0.66801,-0.53987,0.14767,0.00021537
1.1609,-0.48658,-0.088174,-1.0878,0.85745,-0.88371,0.049905,0.2668,0.66661,-0.53633,0.14637,0.00015332
1.1611,-0.4855,-0.085539,-1.0899,0.85806,-0.88371,0.05901,0.27415,0.66775,-0.53325,0.14355,9.0044e-05
