1.1559,-0.51285,-0.15509,-1.0326,0.84294,-0.8815,0.040245,0.25512,0.64998,-0.5555,0.14888,-0.078258
1.1561,-0.51185,-0.15242,-1.0348,0.84359,-0.88179,0.034136,0.24944,0.6477,-0.55549,0.15022,-0.078022
1.1562,-0.51084,-0.14982,-1.037,0.84423,-0.88214,0.027503,0.24495,0.64318,-0.55545,0.15061,-0.076406
1.1563,-0.50988,-0.14729,-1.0393,0.84481,-0.88247,0.022251,0.24409,0.63771,-0.55428,0.14998,-0.071866
1.1564,-0.50892,-0.14479,-1.0415,0.84533,-0.88275,0.02023,0.24764,0.6328,-0.55104,0.14824,-0.06372
1.1565,-0.50794,-0.14235,-1.0437,0.84589,-0.88298,0.022576,0.25394,0.62939,-0.54558,0.14509,-0.052422
1.1566,-0.5069,-0.13978,-1.0458,0.8464,-0.88314,0.0293,0.25964,0.62747,-0.53879,0.14039,-0.0394
1.1567,-0.50581,-0.13727,-1.048,0.84699,-0.88326,0.039276,0.26148,0.62649,-0.53227,0.13453,-0.026556
1.1569,-0.50478,-0.13467,-1.0501,0.84771,-0.88333,0.050626,0.25824,0.62606,-0.52763,0.12869,-0.015636
1.1571,-0.50375,-0.13219,-1.0522,0.84828,-0.88338,0.061316,0.25155,0.62637,-0.52583,0.1246,-0.0077212
1.1574,-0.50278,-0.12968,-1.0543,0.84865,-0.88342,0.069752,0.24515,0.62798,-0.52687,0.12386,-0.0030145
1.1577,-0.5018,-0.12725,-1.0564,0.849,-0.88343,0.075145,0.24288,0.63115,-0.52994,0.12708,-0.00094861
1.158,-0.50086,-0.12472,-1.0585,0.84947,-0.88343,0.077554,0.24657,0.63526,-0.53389,0.13339,-0.00053233
1.1583,-0.49984,-0.12217,-1.0607,0.85005,-0.88343,0.077623,0.25503,0.63879,-0.53774,0.1407,-0.00075982
1.1586,-0.4988,-0.11957,-1.0628,0.85076,-0.88343,0.076159,0.26469,0.64013,-0.54084,0.1465,-0.00092271
1.1589,-0.4977,-0.11701,-1.065,0.85148,-0.88343,0.073734,0.2714,0.63858,-0.54295,0.14897,-0.0007316
1.1592,-0.49663,-0.11439,-1.0671,0.85203,-0.88343,0.070505,0.2724,0.63497,-0.54404,0.14773,-0.00024993
1.1595,-0.49552,-0.11188,-1.0693,0.85251,-0.88343,0.066312,0.26748,0.63131,-0.54414,0.14392,0.00028317
1.1597,-0.49449,-0.10945,-1.0715,0.85298,-0.88343,0.061007,0.25866,0.62969,-0.54336,0.13946,0.00063903
1.1599,-0.49346,-0.10692,-1.0737,0.85352,-0.88343,0.054838,0.24896,0.63102,-0.54186,0.13614,0.00071564
1.1602,-0.49251,-0.10439,-1.0759,0.85416,-0.88343,0.048655,0.241,0.63442,-0.53989,0.13482,0.00055639
1.1603,-0.49155,-0.10186,-1.078,0.85478,-0.88343,0.043783,0.23608,0.63776,-0.53764,0.13524,0.00029364
1.1605,-0.49061,-0.099222,-1.0801,0.8553,-0.88343,0.041567,0.23433,0.63893,-0.53509,0.13637,6.6064e-05
1.1607,-0.48963,-0.096674,-1.0823,0.85579,-0.88343,0.042803,0.23524,0.63707,-0.53205,0.13715,-4.4038e-05
1.1609,-0.48871,-0.094143,-1.0844,0.85633,-0.88343,0.047332,0.23831,0.63311,-0.52824,0.13692,-3.0095e-05
1.161,-0.48777,-0.091595,-1.0865,0.85687,-0.88343,0.054042,0.24319,0.62915,-0.52367,0.13564,5.9009e-05
1.1613,-0.48677,-0.089169,-1.0886,0.85743,-0.88343,0.061316,0.24938,0.62721,-0.51883,0.13359,0.00015771
1.1615,-0.48578,-0.086673,-1.0907,0.858,-0.88343,0.067685,0.25594,0.62808,-0.51471,0.1311,0.00021768
1.1618,-0.48473,-0.084107,-1.0927,0.85848,-0.88343,0.072366,0.26151,0.63096,-0.51244,0.1283,0.0002229
1.1622,-0.48368,-0.081594,-1.0948,0.85893,-0.88343,0.075377,0.26484,0.63402,-0.51271,0.12529,0.00018537
1.1625,-0.4826,-0.078976,-1.0968,0.85944,-0.88343,0.077193,0.26545,0.63551,-0.51544,0.12229,0.00012983
1.1627,-0.48154,-0.076463,-1.0989,0.86001,-0.88343,0.078189,0.264,0.63467,-0.51964,0.11991,7.8514e-05
1.163,-0.48049,-0.07395,-1.101,0.86052,-0.88343,0.078245,0.26197,0.6319,-0.52388,0.11895,4.2841e-05
1.1633,-0.47946,-0.071419,-1.1031,0.86092,-0.88343,0.076788,0.26075,0.6283,-0.52688,0.1201,2.3337e-05
1.1637,-0.47841,-0.068975,-1.1052,0.86137,-0.88343,0.073269,0.26069,0.62491,-0.52802,0.12343,1.4464e-05
1.164,-0.47737,-0.066445,-1.1073,0.86188,-0.88343,0.067775,0.26073,0.62219,-0.52752,0.12818,1.0077e-05
1.1642,-0.47634,-0.063984,-1.1094,0.86238,-0.88343,0.061336,0.2589,0.62008,-0.52612,0.13294,6.5624e-06
1.1645,-0.47531,-0.061436,-1.1115,0.86294,-0.88343,0.055665,0.25345,0.61836,-0.52454,0.13614,3.1294e-06
1.1647,-0.47428,-0.058957,-1.1136,0.86355,-0.88343,0.052404,0.24409,0.61706,-0.52309,0.13665,4.3492e-07
1.1649,-0.47333,-0.056531,-1.1157,0.86413,-0.88343,0.052274,0.2325,0.61651,-0.52148,0.1342,-9.0729e-07
1.1651,-0.47244,-0.054053,-1.1178,0.8646,-0.88343,0.054632,0.22186,0.61697,-0.51907,0.12941,-1.0033e-06
1.1653,-0.47157,-0.051644,-1.1199,0.86507,-0.88343,0.057748,0.21555,0.61821,-0.51535,0.12352,-5.0203e-07
1.1655,-0.47072,-0.049166,-1.1219,0.86553,-0.88343,0.059678,0.2156,0.61935,-0.5103,0.11779,-6.3547e-08
1.1658,-0.46984,-0.046618,-1.1239,0.86601,-0.88343,0.059282,0.22181,0.61923,-0.50448,0.11316,1.916e-08
1.166,-0.46895,-0.044174,-1.1259,0.86649,-0.88343,0.056826,0.23176,0.61701,-0.49887,0.11006,-1.594e-07
1.1662,-0.46798,-0.041678,-1.1279,0.86694,-0.88343,0.053804,0.24188,0.6128,-0.49449,0.10846,-3.4432e-07
1.1665,-0.467,-0.039235,-1.1299,0.86738,-0.88343,0.052092,0.24887,0.60768,-0.492,0.1082,-3.6117e-07
1.1666,-0.466,-0.036879,-1.1319,0.86781,-0.88343,0.052876,0.25092,0.60326,-0.49159,0.10912,-2.1113e-07
1.1669,-0.46499,-0.034435,-1.1339,0.86821,-0.88343,0.055951,0.24824,0.60086,-0.49292,0.11111,-1.4644e-08
1.1671,-0.46403,-0.032079,-1.1358,0.86863,-0.88343,0.059776,0.24271,0.60084,-0.4953,0.11399,1.0535e-07
1.1673,-0.46304,-0.029618,-1.1378,0.8691,-0.88343,0.062232,0.23688,0.60244,-0.49797,0.11737,1.0325e-07
1.1676,-0.46213,-0.027227,-1.1398,0.86961,-0.88343,0.061702,0.23292,0.60423,-0.50028,0.12051,1.5546e-08
