0,0.35
-0.2,0.35
-0.2,0.35
-0.2,0.35
-0.2,0.35
-0.2,0.35
-0.2,0.35
-0.2,0.35
-0.2,0.35
-0.2,0.35
-0.2,0.35
-0.2,0.35
-0.2,0.35
-0.2,0.35
-0.2,0.35
-0.2,0.35
-0.2,0.35
-0.2,0.35
-0.2,0.35
-0.2,0.35
-0.2,0.35
-0.2,0.35
-0.2,0.35
-0.2,0.35
-0.2,0.35
-0.2,0.35
-0.2,0.35
-0.2,0.35
-0.2,0.35
-0.2,0.35
-0.2,0.35
-0.2,0.35
-0.2,0.35
-0.2,0.35
-0.2,0.35
-0.2,0.35
-0.2,0.35
-0.2,0.35
-0.2,0.35
-0.2,0.35
-0.127,0.35
0.2,0.35
0.2,0.35
0.2,0.35
0.2,0.35
0.2,0.35
0.2,0.35
0.2,0.35
0.2,0.35
0.2,0.35
0.2,0.35
0.2,0.35
0.2,0.35
0.2,0.35
0.2,0.35
0.2,0.35
0.2,0.35
0.2,0.35
0.2,0.35
0.2,0.35
0.2,0.35
0.2,0.35
0.2,0.35
0.2,0.35
0.2,0.35
0.2,0.35
0.2,0.35
0.2,0.35
0.2,0.35
0.2,0.35
0.2,0.35
0.2,0.35
0.2,0.35
0.2,0.35
0.2,0.35
0.2,0.35
0.2,0.35
0.2,0.35
0.2,0.35
0.2,0.35
0.2,0.35
-0.2,0.35
-0.2,0.35
-0.2,0.35
-0.2,0.35
-0.2,0.35
-0.2,0.35
-0.2,0.35
-0.2,0.35
-0.2,0.35
-0.2,0.35
-0.2,0.35
-0.2,0.35
-0.2,0.35
-0.2,0.35
-0.2,0.35
-0.2,0.35
-0.2,0.35
-0.2,0.35
-0.2,0.35
-0.2,0.35
-0.2,0.35
-0.2,0.35
-0.2,0.35
-0.2,0.35
-0.2,0.35
-0.2,0.35
-0.2,0.35
-0.2,0.35
-0.2,0.35
-0.2,0.35
-0.2,0.35
-0.2,0.35
-0.2,0.35
-0.2,0.35
-0.2,0.35
-0.2,0.35
-0.2,0.35
-0.2,0.35
-0.2,0.35
