6.5444,4.7055,11.526,-1.0265,-2.9956,3.6198
6.4457,4.4631,11.371,-1.1009,-2.9941,3.5604
6.638,3.9837,11.905,-1.359,-2.9591,3.6051
6.8393,3.7809,11.459,-1.4529,-3.0366,3.6
7.0976,3.9634,11.479,-1.5745,-3.0711,3.6386
7.918,4.4541,10.549,-1.8636,-3.1514,3.6636
8.1615,4.6927,10.815,-2.0664,-3.135,3.6345
8.1133,4.5249,11.42,-2.2715,-3.0868,3.6825
7.8227,4.5907,11.618,-2.4035,-3.0053,3.6858
7.6685,4.4862,12.404,-2.4924,-2.9637,3.6851
7.4235,4.6765,12.173,-2.649,-3.0159,3.6554
7.4568,4.6393,11.347,-2.8825,-3.1135,3.6972
7.5734,4.2536,11.8,-3.0687,-3.0877,3.696
7.5657,4.5218,11.833,-3.2913,-3.0669,3.6927
7.2128,4.1663,12.051,-3.3636,-3.0314,3.7198
6.9673,4.0135,12.246,-3.4181,-2.9679,3.7134
6.7504,4.5586,11.842,-3.4866,-2.9985,3.7788
6.4102,4.507,12.557,-3.4757,-2.9735,3.7798
6.336,4.3629,12.57,-3.4093,-2.9661,3.7626
6.3505,4.6274,12.653,-3.3108,-3.0027,3.733
6.5066,5.0827,11.478,-3.0139,-3.0961,3.686
6.6328,5.2618,10.981,-2.8395,-3.1139,3.7318
6.7049,5.1972,11.259,-2.7038,-3.0751,3.7251
6.8567,5.4006,12.027,-2.477,-3.048,3.7856
7.2366,5.3226,12.192,-2.262,-3.0425,3.7934
7.5306,4.8715,12.832,-2.0621,-3.0622,3.7932
7.9521,4.999,12.577,-1.8731,-3.1291,3.7863
8.1156,5.5644,11.789,-1.5793,-3.1763,3.7993
8.073,6.1636,11.478,-1.3827,-3.2434,3.7477
7.8051,6.1865,11.087,-1.2738,-3.1433,3.7923
7.6635,5.8947,11.712,-1.2177,-3.1119,3.7857
7.5286,6.1786,11.53,-1.1764,-3.1975,3.7885
7.5095,5.7053,11.112,-1.1385,-3.1513,3.7861
7.5684,4.9439,12.059,-1.1933,-3.0921,3.8126
7.4086,4.368,12.604,-1.312,-3.0354,3.8509
7.3027,4.1242,12.753,-1.3783,-2.9989,3.8694
7.1618,3.986,12.469,-1.2968,-3.0278,3.8356
6.9745,4.3267,12.308,-1.3914,-3.0976,3.8699
6.7474,4.87,11.458,-1.3783,-3.1474,3.8521
6.3684,5.2526,11.337,-1.3347,-3.1249,3.8375
6.1387,5.2474,11.487,-1.2056,-3.133,3.8475
6.4301,5.3396,11.165,-1.2138,-3.1949,3.8643
7.0986,5.1667,11.068,-1.3461,-3.2389,3.8811
7.946,4.7183,11.369,-1.3611,-3.2407,3.8733
7.9843,4.1255,11.935,-1.3254,-3.2049,3.9043
8.1169,3.7867,12.796,-1.3922,-3.1381,3.9012
7.8762,3.74,12.463,-1.4395,-3.0926,3.9215
7.7019,3.9448,12.146,-1.4627,-3.0933,3.9092
7.664,4.4112,11.829,-1.5656,-3.2121,3.855
7.6958,4.8933,11.676,-1.5511,-3.2495,3.8909
7.7826,5.0401,11.457,-1.8012,-3.2717,3.8889
8.1322,5.1015,11.226,-2.0136,-3.3065,3.9083
8.2946,5.3601,11.072,-2.2262,-3.3556,3.9402
7.6326,4.6712,12.359,-2.3379,-3.2239,3.9663
7.3722,4.2963,12.709,-2.5004,-3.0782,3.9622
7.0964,4.3177,12.94,-2.8972,-3.0222,3.9362
6.9659,4.2901,12.989,-3.0149,-3.088,3.9229
7.061,4.7207,12.267,-3.1525,-3.1729,3.912
6.7908,5.1804,12.066,-3.2595,-3.2451,3.9229
6.9485,5.6814,11.387,-3.3647,-3.2877,3.9617
7.273,5.6601,11.907,-3.56,-3.292,3.9712
8.001,5.8626,11.523,-3.5621,-3.2896,3.9756
7.8862,5.6466,11.788,-3.4531,-3.2711,3.9588
7.6508,5.5407,13.001,-3.2232,-3.2064,3.9852
7.5374,5.2126,13.078,-3.1061,-3.1737,3.933
7.2653,5.083,13.358,-2.9037,-3.1948,3.9151
7.3509,5.2877,12.428,-2.5291,-3.2836,3.9165
7.8775,5.4469,11.818,-2.2185,-3.3648,3.9254
8.0388,5.2236,11.882,-1.9672,-3.3682,3.9587
7.9423,5.3157,11.822,-1.8384,-3.3348,3.9397
7.3602,4.8746,12.817,-1.7722,-3.2412,3.9681
7.2094,4.6695,12.588,-1.6567,-3.1865,4.0097
7.1073,4.461,12.71,-1.3818,-3.1897,3.9591
7.3396,4.3762,13.339,-1.4638,-3.1877,3.9386
7.2941,4.33,12.729,-1.2875,-3.1838,3.9489
7.1027,4.4411,12.469,-1.2987,-3.2439,3.9186
7.2389,4.4432,12.677,-1.4265,-3.3011,3.9425
7.6439,5.0221,11.795,-1.5176,-3.3715,3.9705
7.5683,4.9121,12.58,-1.6268,-3.3104,4.0137
7.7022,4.7349,12.722,-1.6904,-3.2594,4.0101
8.0935,4.5639,13.39,-1.6236,-3.2088,4.0024
8.1293,5.4552,12.463,-1.6425,-3.2985,4.0363
7.7276,5.5277,12.343,-1.4705,-3.3402,3.9874
7.6903,5.9082,11.697,-1.4303,-3.4073,4.0048
7.9107,5.6845,12.039,-1.4317,-3.3824,3.9514
7.8755,5.1816,12.169,-1.4285,-3.4011,3.9563
7.6999,4.7935,11.786,-1.4163,-3.3945,4.0208
7.4617,4.1868,12.587,-1.2104,-3.3242,3.9918
7.3456,3.6607,13.016,-1.3234,-3.2012,3.9936
7.1987,3.4113,13.752,-1.5357,-3.1757,4.0391
7.1049,4.0112,13.458,-1.7671,-3.1869,3.9731
7.3248,4.8505,12.251,-1.8166,-3.2746,3.9737
7.2718,5.2261,12.348,-1.9849,-3.3121,3.9213
7.3183,5.7146,11.731,-2.1177,-3.3738,3.9642
7.5137,5.6745,12.121,-2.3819,-3.3474,3.9525
7.9252,5.6188,12.438,-2.4879,-3.3508,4.0293
8.2318,5.5833,12.069,-2.811,-3.3237,4.0354
8.0176,5.3999,12.79,-3.0501,-3.2574,3.9921
7.9545,5.1268,12.8,-3.1997,-3.2519,4.0183
8.2295,5.2032,13.19,-3.3038,-3.2875,3.9582
8.2187,5.8444,12.182,-3.3854,-3.3382,4.0016
8.215,5.1381,12.374,-3.3669,-3.3731,4.0041
8.089,5.3306,12.136,-3.3725,-3.4079,3.9645
7.5103,5.1041,12.735,-3.4005,-3.3376,4.0282
7.2615,4.0965,13.206,-3.2727,-3.2951,4.0771
7.4389,4.1003,12.639,-3.025,-3.3264,4.0351
7.2431,4.1838,12.951,-2.7829,-3.2959,4.065
6.9286,4.1672,13.016,-2.4822,-3.2978,4.0077
6.1951,4.4334,12.195,-2.2121,-3.2812,4.0066
6.4464,5.1466,11.89,-2.0007,-3.3376,3.9627
6.7837,5.7172,11.149,-1.7108,-3.4318,4.0357
7.3903,5.3475,11.79,-1.6212,-3.4633,4.0224
7.7738,4.8566,11.937,-1.5093,-3.3262,4.0686
8.3395,4.6734,12.773,-1.5264,-3.2674,4.0284
8.3313,4.5565,12.627,-1.3537,-3.3044,4.06
8.353,4.7686,12.649,-1.3856,-3.2727,4.0376
8.0181,5.151,12.331,-1.5132,-3.3048,3.993
8.4542,4.8559,11.874,-1.5107,-3.3573,4.0353
