0,0,0.0031536,0
1.3944e-05,0.0019697,0.0030394,0
0.0010785,0.00016674,0.0044347,0
0.002684,-0.0035771,0.0066066,0
-0.00017537,-0.0049238,0.0040737,0.0026634
0.0094184,-0.017198,0.004385,0.053554
0.0077973,-0.0098247,0.0014068,0.059128
0.015383,-0.023661,0.0050289,0.10897
0.017849,-0.0028841,-0.0016078,0.12875
0.019389,-0.00092839,-0.0029172,0.15255
0.020403,-0.0096002,-0.0012185,0.17569
0.028984,0.0055763,-0.0077236,0.18529
0.042074,-0.0021147,-0.0099755,0.21061
0.046629,0.0057051,-0.013993,0.21919
0.055464,-0.0086744,-0.012953,0.23882
0.062993,-0.011614,-0.01371,0.24481
0.067844,-0.0068666,-0.01661,0.26342
0.070722,0.0035473,-0.021089,0.26653
0.087931,-0.01004,-0.020839,0.27602
0.096546,-0.0022873,-0.027017,0.27796
0.10173,-0.0055603,-0.027875,0.27915
0.11247,-0.030091,-0.023588,0.28167
0.11487,-0.012655,-0.030524,0.28301
0.12709,-0.012172,-0.032945,0.28339
0.12702,-0.016184,-0.032723,0.2846
0.13082,-0.015072,-0.034498,0.28445
0.13701,-0.010762,-0.037521,0.28464
0.14547,-0.024337,-0.037261,0.28479
0.15848,-0.015655,-0.043088,0.2848
0.16078,-0.012369,-0.045463,0.28492
0.17054,-0.014229,-0.047716,0.28485
0.17764,-0.021005,-0.047236,0.28347
0.18049,-0.022076,-0.047955,0.28266
0.1805,-0.019319,-0.049477,0.28234
0.1968,-0.015769,-0.054988,0.28115
0.20111,-0.013357,-0.057666,0.28137
0.20852,-0.015604,-0.058698,0.28098
0.22068,-0.010149,-0.06348,0.28082
0.22314,-0.022251,-0.061455,0.28199
0.22771,-0.024325,-0.062414,0.28242
0.23395,-0.0184,-0.065751,0.28273
0.2419,-0.028136,-0.065791,0.28362
0.25983,-0.025802,-0.069563,0.2837
0.26007,-0.022867,-0.072248,0.28479
0.27082,-0.02863,-0.074095,0.28502
0.27991,-0.026852,-0.076007,0.28505
0.28366,-0.027218,-0.077259,0.28513
0.28244,-0.029582,-0.077896,0.28465
0.29612,-0.030769,-0.081293,0.28465
0.30004,-0.025272,-0.084419,0.2848
0.31001,-0.032114,-0.085778,0.284
0.32424,-0.036212,-0.086893,0.28377
0.32679,-0.044711,-0.086822,0.28392
0.32933,-0.046231,-0.088332,0.284
0.33184,-0.040007,-0.091596,0.284
0.34665,-0.038511,-0.095734,0.28432
0.35113,-0.032052,-0.09916,0.2844
0.36141,-0.037998,-0.10129,0.28403
0.36819,-0.038458,-0.10395,0.28391
0.37376,-0.044761,-0.10279,0.28454
0.38657,-0.046702,-0.10561,0.2844
0.38968,-0.042818,-0.10833,0.28441
0.39335,-0.044301,-0.10908,0.28449
0.39753,-0.050767,-0.10799,0.2843
0.40736,-0.043578,-0.11471,0.28437
0.41069,-0.051937,-0.11371,0.28432
0.42921,-0.061249,-0.11412,0.28439
0.43966,-0.043791,-0.12465,0.28433
0.44163,-0.049381,-0.12378,0.28417
0.44463,-0.053537,-0.12372,0.28455
0.44875,-0.056125,-0.12452,0.28472
0.46184,-0.060616,-0.1267,0.28525
0.46189,-0.061396,-0.12765,0.28552
0.4786,-0.070621,-0.12868,0.28627
0.48857,-0.067931,-0.13365,0.28627
0.49251,-0.066919,-0.13562,0.28666
0.50252,-0.071312,-0.13737,0.28689
0.50838,-0.068159,-0.14002,0.28707
0.51198,-0.069838,-0.14084,0.28706
0.51319,-0.076635,-0.13975,0.28699
0.52686,-0.07502,-0.14471,0.28687
0.53311,-0.078179,-0.14495,0.28664
0.54118,-0.078805,-0.14773,0.28661
0.5502,-0.079103,-0.15036,0.28676
0.55418,-0.081508,-0.15152,0.2864
0.55859,-0.083933,-0.15218,0.2864
0.5635,-0.086379,-0.15228,0.28544
0.57365,-0.078544,-0.16008,0.2851
0.57788,-0.076569,-0.16224,0.28494
0.58913,-0.086368,-0.16239,0.28492
0.60003,-0.096316,-0.16298,0.28488
0.60373,-0.093123,-0.16585,0.28534
0.60731,-0.09116,-0.16809,0.28566
0.61074,-0.090796,-0.1695,0.28581
0.62593,-0.099051,-0.17013,0.28652
0.62854,-0.091971,-0.17427,0.28629
0.63697,-0.091217,-0.17928,0.28641
0.65029,-0.10256,-0.17893,0.28642
0.6532,-0.10541,-0.17981,0.28657
0.65655,-0.10895,-0.1802,0.28657
0.66059,-0.11355,-0.17983,0.28639
0.67044,-0.10267,-0.1877,0.28623
0.67517,-0.10352,-0.1892,0.28586
0.68602,-0.10856,-0.19102,0.28549
0.69281,-0.10956,-0.19503,0.28551
0.69701,-0.10613,-0.1979,0.28559
0.70129,-0.10619,-0.19943,0.2852
0.7057,-0.11248,-0.19857,0.28534
0.71707,-0.11787,-0.20017,0.28541
0.72361,-0.1195,-0.20137,0.28533
0.73078,-0.11746,-0.20719,0.28533
0.74004,-0.11032,-0.21415,0.28552
0.74533,-0.11869,-0.21261,0.28536
0.75549,-0.12815,-0.2132,0.286
0.76153,-0.12711,-0.21544,0.28611
0.76604,-0.12714,-0.21729,0.28634
0.7682,-0.12879,-0.21852,0.28714
0.77926,-0.13045,-0.22308,0.28707
0.78312,-0.13727,-0.22146,0.28758
0.79437,-0.13817,-0.2254,0.28787
0.80471,-0.1412,-0.22789,0.28787
