0,0,0.0057989,0.33563
0.0025145,0.0015172,0.00522,0.33706
0.015843,0.0045485,0.0046022,0.33751
0.020124,0.0066894,0.0035798,0.33835
0.024535,0.0080656,0.0036325,0.3385
0.038568,0.012189,-0.0021091,0.33823
0.043765,0.0018351,-0.00098967,0.338
0.056277,0.0046122,-0.011347,0.33758
0.060732,-0.0008547,-0.012399,0.33705
0.072291,-0.0028184,-0.020089,0.33698
0.077532,0.0020296,-0.023774,0.33658
0.08067,0.00067724,-0.026055,0.33673
0.092308,-0.00077894,-0.033255,0.33706
0.095453,-0.0048355,-0.034667,0.33664
0.11029,0.0036302,-0.046127,0.33656
0.11441,0.0027397,-0.048839,0.33647
0.12749,-0.0061544,-0.052992,0.33616
0.13281,-0.0091379,-0.05484,0.33646
0.13752,-0.010039,-0.057849,0.33651
0.14664,-0.0091097,-0.066262,0.33636
0.15234,-0.015215,-0.06682,0.33603
0.16817,-0.017182,-0.075486,0.33611
0.1703,-0.02225,-0.076066,0.33623
0.18252,-0.016086,-0.088093,0.33638
0.18713,-0.017823,-0.09026,0.33614
0.20084,-0.016415,-0.099736,0.33573
0.20311,-0.020281,-0.10148,0.33525
0.20919,-0.022484,-0.10336,0.33498
0.2203,-0.023661,-0.11228,0.33506
0.2258,-0.024717,-0.11518,0.33473
0.23908,-0.030593,-0.12088,0.3345
0.24356,-0.030722,-0.12405,0.33427
0.2585,-0.035403,-0.13178,0.33404
0.26321,-0.040569,-0.13315,0.33382
0.26816,-0.041698,-0.13586,0.33354
0.2794,-0.038135,-0.14669,0.33324
0.28446,-0.037034,-0.15077,0.33427
0.29833,-0.046109,-0.15654,0.33569
0.30372,-0.045119,-0.16049,0.33644
0.31899,-0.051104,-0.16737,0.33695
0.3222,-0.055525,-0.16932,0.33736
0.33439,-0.057467,-0.17759,0.33766
0.33813,-0.056427,-0.18178,0.33805
0.34366,-0.06184,-0.18308,0.3382
0.35744,-0.060925,-0.19401,0.33836
0.3602,-0.061633,-0.19687,0.33828
0.37394,-0.064481,-0.201,0.33855
0.3772,-0.065059,-0.20098,0.33866
0.39019,-0.065308,-0.20246,0.33851
0.39372,-0.065699,-0.20476,0.33736
0.39791,-0.068779,-0.20384,0.33699
0.41099,-0.075705,-0.20263,0.33476
0.41735,-0.072781,-0.20433,0.3344
0.4275,-0.077657,-0.2049,0.33385
0.43113,-0.073697,-0.20807,0.33325
0.44471,-0.082544,-0.20672,0.3334
0.45138,-0.084757,-0.20672,0.33402
0.46098,-0.086376,-0.20853,0.33453
0.46569,-0.089373,-0.20816,0.3353
0.4707,-0.093555,-0.20773,0.33547
0.48552,-0.093947,-0.21034,0.33562
0.48976,-0.093755,-0.21144,0.33575
0.49981,-0.094872,-0.21436,0.33583
0.50533,-0.096574,-0.21454,0.33581
0.51647,-0.10534,-0.21279,0.33519
0.52104,-0.10582,-0.21402,0.33511
0.52717,-0.10518,-0.2146,0.3349
0.541,-0.10147,-0.21998,0.33482
0.54489,-0.10255,-0.22023,0.33501
0.55625,-0.10505,-0.22185,0.33494
0.56098,-0.10843,-0.22111,0.33508
0.57365,-0.11314,-0.22185,0.3352
0.57798,-0.11819,-0.22071,0.3352
0.59146,-0.11544,-0.22524,0.335
0.59726,-0.11311,-0.22793,0.33514
0.60035,-0.11798,-0.22628,0.33516
0.61249,-0.11699,-0.22935,0.33532
0.61821,-0.11955,-0.22869,0.33654
0.63137,-0.12654,-0.22917,0.33725
0.63744,-0.12886,-0.22889,0.33768
0.64762,-0.12631,-0.23385,0.33781
0.65229,-0.12726,-0.23437,0.33825
0.6577,-0.13248,-0.23316,0.33817
0.67022,-0.1349,-0.23469,0.3384
0.67601,-0.13738,-0.23491,0.3384
0.68938,-0.14131,-0.23632,0.33745
0.69425,-0.13971,-0.24113,0.33613
0.7044,-0.14388,-0.24932,0.33538
0.70804,-0.14872,-0.25053,0.33346
0.71207,-0.14704,-0.25445,0.33285
0.72416,-0.15292,-0.26126,0.33161
0.72941,-0.1546,-0.26346,0.33191
0.74281,-0.15672,-0.27268,0.33368
0.74855,-0.16234,-0.27382,0.33492
0.75944,-0.16506,-0.28265,0.33533
0.76548,-0.16843,-0.2848,0.33583
0.77342,-0.16972,-0.29373,0.33636
0.77777,-0.17018,-0.29749,0.33754
0.78294,-0.17212,-0.30019,0.33777
0.79405,-0.18122,-0.30614,0.33737
0.79731,-0.17901,-0.31127,0.33719
0.80953,-0.18773,-0.31708,0.33665
0.81387,-0.19236,-0.31874,0.33657
0.82522,-0.19309,-0.32831,0.3358
0.8303,-0.19239,-0.33203,0.33542
0.83427,-0.19785,-0.33255,0.33372
0.83813,-0.20385,-0.33279,0.33334
0.84802,-0.20063,-0.34501,0.33225
0.86109,-0.20828,-0.35181,0.33213
0.86422,-0.21082,-0.35423,0.33213
0.87708,-0.21649,-0.36216,0.33302
0.8817,-0.21857,-0.36574,0.33347
0.89432,-0.22823,-0.37187,0.33549
0.8995,-0.23169,-0.37345,0.33572
0.90303,-0.23324,-0.37697,0.33643
0.91273,-0.23655,-0.3861,0.33682
0.91674,-0.2392,-0.38842,0.33734
0.93054,-0.24695,-0.39479,0.3375
0.93301,-0.25095,-0.39797,0.33742
0.94286,-0.25183,-0.40819,0.33727
0.94746,-0.25182,-0.4125,0.33717
