1.0573,-1.0016,-1.3681,0.0031067,0.57695,-0.76444,0.033238,0.1843,0.41302,-0.33496,0.14724,-0.058797
1.0574,-1.0009,-1.3664,0.0017453,0.57758,-0.76466,0.041765,0.1758,0.41937,-0.33361,0.14409,-0.04774
1.0576,-1.0002,-1.3647,0.00041888,0.57821,-0.76487,0.04957,0.16683,0.42671,-0.33469,0.14232,-0.040649
1.0578,-0.99958,-1.363,-0.00090757,0.57879,-0.76501,0.055047,0.16016,0.43331,-0.33843,0.14186,-0.039259
1.058,-0.99896,-1.3613,-0.0022689,0.57929,-0.76517,0.057285,0.15761,0.43746,-0.34449,0.14215,-0.043853
1.0583,-0.99833,-1.3595,-0.0036652,0.57982,-0.76534,0.05654,0.15969,0.43808,-0.35206,0.14228,-0.053123
1.0585,-0.99767,-1.3577,-0.0051138,0.58041,-0.76557,0.0542,0.16564,0.43517,-0.36015,0.1414,-0.064525
1.0587,-0.99697,-1.3561,-0.0065624,0.58102,-0.76583,0.052191,0.17389,0.42995,-0.3679,0.13902,-0.075029
1.0589,-0.99627,-1.3543,-0.0080285,0.5816,-0.76616,0.052106,0.18262,0.42447,-0.37474,0.13518,-0.082058
1.0591,-0.99554,-1.3526,-0.009547,0.58212,-0.76651,0.054494,0.19017,0.42093,-0.38047,0.13048,-0.084306
1.0593,-0.99477,-1.351,-0.0111,0.58259,-0.76686,0.058683,0.19523,0.42098,-0.38514,0.12583,-0.082135
1.0596,-0.99397,-1.3493,-0.012619,0.58303,-0.76718,0.06322,0.1969,0.42519,-0.38891,0.12215,-0.077378
1.0599,-0.99318,-1.3476,-0.01419,0.58353,-0.76749,0.066664,0.19489,0.43295,-0.39192,0.12013,-0.072612
1.0601,-0.99239,-1.3458,-0.015778,0.58407,-0.76777,0.068293,0.1896,0.44275,-0.39431,0.12001,-0.070121
1.0604,-0.99166,-1.344,-0.017331,0.58458,-0.76803,0.068358,0.18235,0.45266,-0.39618,0.12158,-0.07096
