0,0.0055547,0
-0.047266,0.0055547,0
-0.047266,0,0
-0.047266,0.0055547,0
0,0.0055547,0
-0.047266,0,0
-0.047266,0,0.023398
-0.047266,0.0055547,0
-0.047266,0,0.023398
0,-0.0055547,0.023398
0,0.0055547,0
-0.047266,0.0055547,0.023398
0,0.0055547,0
-0.047266,0.0055547,0
-0.047266,0,0.023398
-0.047266,0.0055547,0
-0.047266,0,0
0,0.0055547,0.023398
0,0,0
-0.047266,0.0055547,0.023398
0,0,0.023398
0.094531,0.0055547,0
0.1418,0.0055547,0
0.23633,0,0
0.28359,-0.0055547,0.023398
0.37813,0.0055547,0
0.47266,0,0
0.51992,0,0
0.56719,0,0
0.61445,0,0
0.70898,0,0
0.75625,0.0055547,0
0.80352,0,0
0.85078,0.0055547,0
0.89805,0.0055547,0
0.94531,0,0
0.99258,0,0
1.0398,0,0
1.1344,-0.0055547,0
1.1344,0,0.023398
1.1816,0,0
1.2289,0,0
1.2762,0.0055547,0
1.3234,0,-0.023398
1.3707,0.0055547,0
1.418,0,-0.023398
1.418,0,-0.023398
1.4652,0,-0.023398
1.5125,0,0
1.5598,0,0
1.5598,0,0
1.607,0.0055547,-0.023398
1.6543,0.0055547,-0.023398
1.6543,0.0055547,-0.023398
1.7016,0.0055547,-0.023398
1.7016,0.0055547,-0.023398
1.7488,0,-0.023398
1.7961,0,0
1.7961,0.0055547,-0.023398
1.8434,0,-0.023398
1.8434,0,-0.023398
1.8906,0,-0.023398
1.8906,0.0055547,-0.023398
1.9379,0.0055547,-0.046797
1.9379,0.0055547,-0.046797
1.9379,0,-0.023398
1.9852,0.0055547,-0.046797
2.0324,0.0055547,-0.046797
2.0324,0,-0.046797
2.0324,0,-0.023398
2.0797,0,-0.023398
2.0797,0,-0.046797
2.127,0,-0.046797
2.127,0.0055547,-0.070195
2.127,0.0055547,-0.046797
2.127,0.0055547,-0.046797
2.1742,0.0055547,-0.070195
2.1742,0,-0.046797
2.1742,0.0055547,-0.046797
2.2215,0.0055547,-0.070195
2.2215,0,-0.070195
2.2215,0,-0.070195
2.2688,0,-0.070195
2.2688,0,-0.070195
2.2688,0.0055547,-0.070195
2.2688,0,-0.070195
2.316,0,-0.070195
2.316,0.0055547,-0.070195
2.316,0.0055547,-0.070195
2.316,0.0055547,-0.093594
2.3633,0.0055547,-0.093594
2.3633,0.0055547,-0.093594
2.3633,0.0055547,-0.093594
2.3633,0,-0.093594
2.3633,0.0055547,-0.093594
2.4105,0.0055547,-0.070195
2.4105,-0.0055547,-0.070195
2.4105,0,-0.070195
2.4105,0,-0.093594
2.4105,0,-0.11699
2.4578,0,-0.093594
2.4105,0,-0.093594
2.4578,0,-0.093594
2.4578,0,-0.093594
2.4578,0.0055547,-0.11699
2.4578,0.0055547,-0.11699
2.4578,0,-0.11699
2.4578,0,-0.11699
2.4578,0,-0.093594
2.5051,0,-0.11699
2.5051,0.0055547,-0.11699
2.5051,0,-0.11699
2.5051,0,-0.11699
2.5051,0.0055547,-0.11699
2.5051,0.0055547,-0.14039
2.5051,0.0055547,-0.14039
2.5051,0.0055547,-0.14039
2.5051,0,-0.11699
2.5523,0,-0.11699
2.5523,0,-0.14039
2.5523,0,-0.11699
2.5523,0,-0.14039
2.5523,0,-0.14039
2.5523,0.0055547,-0.14039
2.5523,0.0055547,-0.14039
2.5523,0.0055547,-0.14039
2.5523,0.0055547,-0.16379
2.5523,0,-0.16379
2.5523,0.0055547,-0.14039
2.5996,0.0055547,-0.16379
2.5996,0,-0.16379
2.5996,0,-0.16379
2.5996,0.0055547,-0.16379
2.5996,0,-0.14039
2.5996,0,-0.16379
2.5996,0,-0.16379
2.5996,0.0055547,-0.16379
2.5996,0,-0.18719
2.5996,0.0055547,-0.18719
2.5996,0.0055547,-0.18719
2.5996,0.0055547,-0.18719
2.5996,0,-0.16379
2.5996,0,-0.18719
2.5996,0,-0.16379
2.5996,0,-0.16379
2.5996,0,-0.18719
2.6469,0.0055547,-0.18719
2.5996,0.0055547,-0.18719
2.5996,0,-0.18719
2.6469,0.0055547,-0.18719
2.6469,0,-0.18719
2.6469,0,-0.18719
2.6469,0,-0.21059
2.6469,0,-0.18719
2.6469,0.0055547,-0.18719
2.6469,0.0055547,-0.21059
2.6469,0.0055547,-0.21059
2.6469,0.0055547,-0.21059
2.6469,0.0055547,-0.21059
2.6469,0,-0.21059
2.6469,0,-0.23398
2.6469,0.0055547,-0.21059
2.6469,0,-0.21059
2.6469,0.0055547,-0.21059
2.6469,0,-0.21059
